"propertyLocation_id","props.bedrooms","props.bathrooms","props.price","props.variableData","props.zestimate","props.rentestimate","props.livingArea","props.lotAreaValue","propertyType_id","propertyUnit_id"
1658,4,2,320000,"Sold 10/21/2022",330000,2100,1868,0.5,1,1
1659,4,4,750000,"Sold 10/20/2022",775600,3398,3170,1.1,1,1
1660,3,2,320000,"Sold 10/20/2022",330900,1895,1451,0.36,1,1
1661,3,3,365000,"Sold 10/19/2022",377600,2445,2554,0.44,1,1
1662,4,1.5,165000,"Sold 10/18/2022",170200,2074,1522,1,1,1
1663,4,2,175000,"Sold 10/18/2022",181100,2220,1382,1.059986226,1,1
1664,3,2,320000,"Sold 10/17/2022",331200,1872,1325,0.45,1,1
1665,3,2,309000,"Sold 10/17/2022",318800,2100,1811,0.33,1,1
1666,3,2,270000,"Sold 10/11/2022",279100,1849,1347,0.65,1,1
1667,3,3,344000,"Sold 10/07/2022",356000,2250,2129,871.2,1,2
1668,3,1,235000,"Sold 10/04/2022",250900,2100,1120,1,1,1
1669,2,1,235000,"Sold 10/04/2022",234800,2028,1259,1.4,1,1
1670,2,1,135000,"Sold 10/03/2022",222700,2100,1234,1,1,1
1671,2,1,625000,"Sold 04/25/2023",622300,1650,872,3920,1,2
1672,2,1,676000,"Sold 04/21/2023",672800,2971,1386,6969.6,1,2
1673,4,3,715000,"Sold 04/21/2023",712200,3143,2648,9147.6,1,2
1674,4,2,275000,"Sold 04/14/2023",420900,2094,1094,9147.6,1,2
1675,4,3.5,1249000,"Sold 04/03/2023",1236100,5494,2624,1306,1,2
1676,4,2,574000,"Sold 03/27/2023",555000,2611,1596,5227.2,1,2
1677,4,5,606000,"Sold 03/24/2023",555000,1343,1860,6098,1,2
1678,4,3,1000000,"Sold 03/20/2023",986300,4396,2381,8712,1,2
1679,2,1.5,287500,"Sold 02/28/2023",357900,1749,1000,8712,1,2
1680,2,2,385000,"Sold 02/17/2023",377500,2100,1120,8712,1,2
1681,2,2,435000,"Sold 02/17/2023",426600,2232,1176,8712,1,2
1682,2,1,350000,"Sold 02/10/2023",325100,1477,732,8712,1,2
1683,3,2,950000,"Sold 12/14/2022",925100,4142,1913,0.28,1,1
1684,5,4,1500000,"Sold 12/07/2022",1454100,6506,3451,5662.8,1,2
1685,3,2,715000,"Sold 11/30/2022",692500,3097,1748,5662.8,1,2
1686,4,3,1100000,"Sold 11/30/2022",1065400,4765,3351,7405.2,1,2
1687,4,2,1725000,"Sold 11/30/2022",1670800,7473,2268,8712,1,2
1688,3,2,950000,"Sold 11/01/2022",917500,4092,2547,7405.2,1,2
1689,3,2,400000,"Sold 10/31/2022",407900,1915,1050,7405.2,1,2
1690,2,2,375000,"Sold 10/14/2022",361200,1800,1000,7405.2,1,2
1691,2,1,325000,"Sold 10/14/2022",313000,1400,720,7405.2,1,2
1692,3,2,515000,"Sold 10/06/2022",495700,2968,1287,5227.2,1,2
1693,5,6,1700000,"Sold 09/27/2022",1635500,7275,3812,8276.4,1,2
1694,5,3,297500,"Sold 08/30/2022",1342000,5824,3550,8712,1,2
1695,4,4,1120000,"Sold 08/26/2022",1078200,4771,3064,0.26,1,1
1696,1,1,300000,"Sold 08/09/2022",288800,1419,720,0.26,1,1
1697,1,1.5,335000,"Sold 08/03/2022",322500,1749,1000,0.26,1,1
1698,1,2,452500,"Sold 07/29/2022",435700,2162,1263,0.26,1,1
1699,3,3,961360,"Sold 07/28/2022",977700,4277,2019,8712,1,2
1700,3,2.5,346000,"Sold 07/27/2022",333200,2244,1168,8712,1,2
1701,3,5,36500000,"Sold 07/26/2022",333200,1599,73140,0.95,1,1
1702,2,2,705000,"Sold 07/25/2022",678900,2997,1881,9583.2,1,2
1703,4,4,700000,"Sold 07/15/2022",674400,2977,2329,9147.6,1,2
1704,3,5,861100,"Sold 07/07/2022",830300,3664,1843,5227.2,1,2
1705,4,3,975000,"Sold 07/01/2022",939900,4147,2581,4791.6,1,2
1706,4,1,305000,"Sold 07/01/2022",294000,1634,500,4791.6,1,2
1707,4,3,935000,"Sold 06/14/2022",902800,4011,2383,9583.2,1,2
1708,4,1,13350000,"Sold 06/02/2022",213900,2963,252,9583.2,1,2
1709,2,3,796000,"Sold 05/20/2022",771000,3425,1237,5227.2,1,2
1710,2,1.5,330000,"Sold 05/20/2022",319600,1749,1000,5227.2,1,2
1711,3,2,810000,"Sold 05/12/2022",785500,3490,1911,4356,1,2
1712,3,2,760000,"Sold 04/29/2022",738600,3282,1276,9147.6,1,2
1713,3,2,299000,"Sold 04/29/2022",290600,2267,1160,9147.6,1,2
1714,3,1,19500,"Sold 04/27/2022",251700,1679,566,9147.6,1,2
1715,5,6,1800000,"Sold 04/26/2022",1750600,7783,4342,7405,1,2
1716,5,1,236000,"Sold 04/26/2022",229500,1650,500,7405,1,2
1717,5,1.5,282000,"Sold 04/22/2022",343800,1572,959,7405,1,2
1718,4,3,776000,"Sold 04/19/2022",755900,3362,2461,0.33,1,1
1719,4,4,1365000,"Sold 04/14/2022",1331100,5923,3050,6098.4,1,2
1720,4,5,1350000,"Sold 04/14/2022",1417800,6212,3838,10454,1,2
1721,5,6,1850000,"Sold 04/08/2022",1806500,8043,4393,0.25,1,1
1722,4,4,1200000,"Sold 04/05/2022",1172600,5222,3376,6534,1,2
1723,4,2,551000,"Sold 03/25/2022",760800,3321,1885,7405,1,2
1724,4,1,315000,"Sold 03/15/2022",309600,1723,1000,7405,1,2
1725,2,1,560000,"Sold 03/11/2022",551100,1650,942,4356,1,2
1726,3,2,739900,"Sold 02/16/2022",734200,3288,2302,9147.6,1,2
1727,1,1,450000,"Sold 02/08/2022",734200,1800,1074,8276,1,2
1728,3,2,710000,"Sold 01/31/2022",709200,3183,2102,0.269995409,1,1
1729,4,3,1390000,"Sold 01/28/2022",1390300,6180,3039,7405.2,1,2
1730,4,1,640000,"Sold 12/13/2021",1390300,2968,1685,0.379981635,1,1
1731,3,1,640000,"Sold 12/10/2021",1390300,4200,1712,0.39,1,1
1732,3,3,1065000,"Sold 12/08/2021",1093400,4874,2622,0.26,1,1
1733,3,3,899900,"Sold 12/03/2021",924000,4131,2871,6098.4,1,2
1734,2,2,318000,"Sold 12/03/2021",326500,1707,1000,6098.4,1,2
1735,4,4,1610000,"Sold 11/30/2021",1655800,7404,4007,9147.6,1,2
1736,4,1,250000,"Sold 11/30/2021",257100,1650,750,9147.6,1,2
1737,4,1,300000,"Sold 11/19/2021",310800,1641,950,9147.6,1,2
1738,2,2,515000,"Sold 11/18/2021",533900,2194,1162,4791.6,1,2
1739,2,2,345000,"Sold 11/12/2021",359100,1634,1162,4791.6,1,2
1740,2,2,600000,"Sold 11/05/2021",632500,2963,2474,9583,1,2
1741,4,3,1175000,"Sold 11/02/2021",1236700,5505,2599,9147.6,1,2
1742,3,2,670000,"Sold 10/15/2021",748100,3258,1912,8276.4,1,2
1743,3,1.5,295000,"Sold 10/15/2021",320400,1651,1000,8276.4,1,2
1744,3,1,190000,"Sold 10/14/2021",211800,1598,566,8276.4,1,2
1745,3,3.5,1165000,"Sold 10/08/2021",1287400,5649,2933,2178,1,2
1746,3,3,680000,"Sold 10/07/2021",770000,3342,2155,7840.8,1,2
1747,3,3.5,955000,"Sold 09/30/2021",1066300,4680,2574,1306,1,2
1748,3,1.5,307000,"Sold 09/02/2021",346200,1603,1000,1306,1,2
1749,3,1,180000,"Sold 08/30/2021",232900,2472,500,1306,1,2
1750,3,5,1550000,"Sold 08/30/2021",232900,2999,3972,0.359986226,1,1
1751,3,3,535000,"Sold 05/10/2023",521600,2394,2650,0.26,1,1
1752,4,3,513000,"Sold 05/08/2023",500001,2375,2748,8276.4,1,2
1753,4,3,657500,"Sold 05/08/2023",651700,2749,3046,9147.6,1,2
1754,4,4,690000,"Sold 05/05/2023",689000,3060,3308,0.34,1,1
1755,6,4,539000,"Sold 05/05/2023",525100,2999,3147,6534,1,2
1756,4,5,825000,"Sold 05/02/2023",825000,3325,3604,0.35,1,1
1757,4,5,530000,"Sold 05/02/2023",527615,2969,3279,8276.4,1,2
1758,3,3,340000,"Sold 04/28/2023",339000,1933,1650,6098.4,1,2
1759,4,4,520000,"Sold 04/28/2023",519500,2500,2779,0.42,1,1
1760,5,4,672974,"Sold 04/28/2023",673000,2957,3475,0.69,1,1
1761,3,2,621765,"Sold 04/28/2023",608100,2375,2432,0.69,1,1
1762,5,4,682135,"Sold 04/28/2023",668000,2953,3475,0.693,1,1
1763,4,3,470000,"Sold 04/24/2023",467800,2495,2796,0.28,1,1
1764,3,3,510000,"Sold 04/21/2023",508000,2325,2502,1.21,1,1
1765,5,3,450000,"Sold 04/20/2023",443400,2299,2338,6534,1,2
1766,5,5,671000,"Sold 04/19/2023",671000,3249,3360,0.692,1,1
1767,5,3,600000,"Sold 04/18/2023",597700,3099,3188,0.36,1,1
1768,4,2,465663,"Sold 04/11/2023",465500,2175,2074,6534,1,2
1769,4,3,675000,"Sold 04/11/2023",669500,2968,2900,0.295,1,1
1770,5,5,655100,"Sold 04/06/2023",642100,3249,3360,0.707,1,1
1771,5,5,663550,"Sold 04/04/2023",655700,3249,3360,0.69,1,1
1772,4,4,675000,"Sold 03/31/2023",667500,2981,2967,0.43,1,1
1773,5,4,673195,"Sold 03/30/2023",662700,3249,3475,0.69,1,1
1774,4,3,410000,"Sold 03/27/2023",405100,2265,2264,6534,1,2
1775,3,3,520000,"Sold 03/17/2023",512500,2325,2487,0.35,1,1
1776,4,4,550000,"Sold 03/16/2023",542000,2800,3098,9147.6,1,2
1777,4,4,885000,"Sold 03/16/2023",872100,3889,3805,0.34,1,1
1778,4,3,610000,"Sold 03/13/2023",600700,2495,2770,0.35,1,1
1779,4,3,505000,"Sold 03/10/2023",497500,2394,2540,0.35,1,1
1780,6,4,523986,"Sold 03/03/2023",497500,2999,3147,6534,1,2
1781,4,3,455000,"Sold 02/28/2023",447200,2460,2856,0.515,1,1
1782,5,4,674400,"Sold 02/24/2023",658600,3249,3475,0.69,1,1
1783,4,3,516500,"Sold 02/22/2023",507000,2700,2935,0.35,1,1
1784,3,3,380000,"Sold 02/16/2023",372600,1895,1601,0.86,1,1
1785,4,3,539000,"Sold 02/10/2023",527800,2545,2957,7405.2,1,2
1786,5,3,564000,"Sold 01/27/2023",550800,2545,2792,0.69,1,1
1787,5,3,563775,"Sold 01/20/2023",541700,2495,2792,0.69,1,1
1788,4,3,535000,"Sold 01/12/2023",521200,2495,2850,9147,1,2
1789,4,3,535000,"Sold 01/12/2023",521200,2495,2823,9147.6,1,2
1790,4,3,439000,"Sold 12/30/2022",426800,2330,2588,0.28,1,1
1791,4,3,566240,"Sold 12/29/2022",553600,2965,2961,0.769,1,1
1792,4,4,625000,"Sold 12/28/2022",607500,2745,3050,0.36,1,1
1793,5,5,618020,"Sold 12/28/2022",600700,3249,3357,0.7,1,1
1794,4,2,493000,"Sold 12/22/2022",478800,2100,2074,7405.2,1,2
1795,3,3,450000,"Sold 12/22/2022",440600,2294,2284,0.28,1,1
1796,5,4,689545,"Sold 12/21/2022",689500,3249,3319,0.715,1,1
1797,5,4,625000,"Sold 12/21/2022",607000,3249,3475,0.7,1,1
1798,4,4,654000,"Sold 12/19/2022",635000,2800,3100,0.26,1,1
1799,3,3,360000,"Sold 12/15/2022",349300,2100,2067,6098.4,1,2
1800,4,4,700000,"Sold 12/14/2022",679200,3040,3638,0.32,1,1
1801,5,5,678000,"Sold 12/14/2022",657900,2964,3357,0.7,1,1
1802,5,4,615000,"Sold 12/12/2022",596600,3800,3781,0.31,1,1
1803,4,3,505000,"Sold 12/01/2022",489200,2500,2912,0.52,1,1
1804,3,2,420000,"Sold 11/30/2022",406800,1975,1687,0.267,1,1
1805,5,4,690270,"Sold 11/30/2022",692500,3030,3475,0.75,1,1
1806,5,1,150000,"Sold 11/29/2022",145300,1390,900,0.309986226,1,1
1807,5,3,460000,"Sold 11/28/2022",445500,2526,2980,0.3,1,1
1808,5,4,595000,"Sold 11/21/2022",575800,2900,3357,0.35,1,1
1809,4,3,425000,"Sold 11/21/2022",411300,2100,2051,6969,1,2
1810,3,2,389990,"Sold 11/18/2022",388500,1898,1676,0.259,1,1
1811,3,2,385000,"Sold 11/08/2022",372100,2175,2116,0.43,1,1
1812,4,3,450000,"Sold 11/08/2022",434900,2430,2751,0.26,1,1
1813,5,5,675000,"Sold 11/08/2022",652400,2911,3822,0.31,1,1
1814,4,4,600000,"Sold 11/07/2022",579800,2857,3093,0.36,1,1
1815,4,5,720000,"Sold 11/07/2022",695800,3105,3650,0.28,1,1
1816,5,4,490000,"Sold 11/04/2022",473400,2900,3337,0.35,1,1
1817,4,3,700000,"Sold 10/31/2022",676000,3028,2961,0.5,1,1
1818,5,4,686535,"Sold 10/31/2022",713200,3249,3319,0.741,1,1
1819,5,4,540000,"Sold 10/31/2022",521500,2450,3319,0.741,1,1
1820,4,4,545000,"Sold 10/28/2022",526200,2726,3005,0.37,1,1
1821,5,3,535777,"Sold 10/28/2022",517300,2695,3147,7579.44,1,2
1822,4,3,730000,"Sold 10/24/2022",703500,3152,3010,0.41,1,1
1823,5,5,795000,"Sold 10/21/2022",766000,3417,4079,0.26,1,1
1824,4,3,475000,"Sold 10/17/2022",457600,2600,2964,0.489990817,1,1
1825,3,2,441875,"Sold 10/13/2022",425500,1975,1687,0.26,1,1
1826,4,3,485000,"Sold 10/07/2022",466700,2462,2911,0.28,1,1
1827,4,3,407000,"Sold 10/04/2022",391700,2325,2567,0.63,1,1
1828,4,3.5,749000,"Sold 09/30/2022",720700,3206,3556,0.259986226,1,1
1829,5,3,477000,"Sold 09/29/2022",458900,2450,2959,0.28,1,1
1830,5,3.5,746000,"Sold 09/29/2022",717800,3193,4169,0.329981635,1,1
1831,3,3,447000,"Sold 09/26/2022",430700,2325,2451,0.28,1,1
1832,4,3,500000,"Sold 09/23/2022",481700,2200,2206,0.35,1,1
1833,3,3,468900,"Sold 09/23/2022",451900,2205,2185,0.34,1,1
1834,3,2,429935,"Sold 09/23/2022",414200,1994,1687,0.26,1,1
1835,3,2,550000,"Sold 09/19/2022",529800,2100,2049,0.31,1,1
1836,4,3,410000,"Sold 09/19/2022",395000,2155,2116,8494.2,1,2
1837,5,4,775000,"Sold 09/19/2022",746600,3312,3436,0.43,1,1
1838,3,3,488705,"Sold 09/19/2022",506500,2275,2283,0.259,1,1
1839,4,3,420000,"Sold 09/12/2022",404500,2299,2435,8276.4,1,2
1840,4,4,628000,"Sold 09/12/2022",569500,2500,2724,9583.2,1,2
1841,4,4,600000,"Sold 09/09/2022",577800,2500,2724,9583.2,1,2
1842,5,4,674000,"Sold 09/08/2022",649000,2999,3119,0.42,1,1
1843,4,3,421000,"Sold 09/02/2022",405300,2303,2452,0.26,1,1
1844,4,4,660000,"Sold 08/29/2022",560000,2550,2886,0.26,1,1
1845,4,3,570000,"Sold 08/29/2022",532000,2495,2631,8712,1,2
1846,3,3,469000,"Sold 08/24/2022",451500,2510,3108,0.26,1,1
1847,4,3,755000,"Sold 08/22/2022",726800,3215,3754,0.34,1,1
1848,3,3,465000,"Sold 08/19/2022",447600,2050,1839,1,1,1
1849,4,4,675000,"Sold 08/12/2022",620800,2745,2910,0.28,1,1
1850,4,4,465500,"Sold 08/08/2022",439100,2400,2785,8276.4,1,2
1851,4,4,810000,"Sold 08/04/2022",779800,3445,3723,0.31,1,1
1852,3,3,500475,"Sold 08/04/2022",481800,2209,2399,0.31,1,1
1853,3,3,480000,"Sold 08/03/2022",462100,2450,2560,8276.4,1,2
1854,4,3,555000,"Sold 08/01/2022",534300,2450,2900,9583,1,2
1855,3,3,505245,"Sold 07/29/2022",482400,2299,2338,0.28,1,1
1856,5,4,791000,"Sold 07/26/2022",761700,3363,3317,0.26,1,1
1857,5,4,645000,"Sold 07/22/2022",621200,3795,3658,0.57,1,1
1858,4,3,437500,"Sold 07/21/2022",421400,2325,2477,0.39,1,1
1859,4,4,551000,"Sold 07/21/2022",530700,2600,2908,0.34,1,1
1860,3,3,411000,"Sold 07/19/2022",395900,2165,2134,7840.8,1,2
1861,5,3,500000,"Sold 07/15/2022",481700,2394,2501,0.27,1,1
1862,4,5,830000,"Sold 07/15/2022",799600,3530,2862,0.41,1,1
1863,5,4,695000,"Sold 07/13/2022",669600,2955,2968,0.29,1,1
1864,4,3,440000,"Sold 07/11/2022",424000,2317,2538,0.71,1,1
1865,5,4,655000,"Sold 07/08/2022",631200,2949,3615,0.42,1,1
1866,4,4,530000,"Sold 07/08/2022",535700,2400,2474,0.31,1,1
1867,3,3,570000,"Sold 07/06/2022",597900,2500,2781,0.43,1,1
1868,4,3,560000,"Sold 07/01/2022",539800,2495,2786,10018.8,1,2
1869,4,3,450000,"Sold 06/30/2022",433800,2302,2464,0.35,1,1
1870,5,4,836000,"Sold 06/30/2022",806000,3556,3843,0.26,1,1
1871,4,3,470000,"Sold 10/07/2022",452400,2585,2966,0.46,1,1
1872,2,2,402000,"Sold 10/07/2022",387000,1849,1580,0.4,1,1
1873,4,4,860000,"Sold 10/07/2022",890000,3911,4161,0.97,1,1
1874,4,3,635000,"Sold 10/06/2022",611200,2778,3090,1.1,1,1
1875,5,5,945000,"Sold 10/06/2022",909600,4050,4900,0.25,1,1
1876,4,4,1100000,"Sold 10/06/2022",1058800,4715,3884,1.05,1,1
1877,4,3,565000,"Sold 10/05/2022",543800,2400,2793,0.25,1,1
1878,3,3,446000,"Sold 10/05/2022",429300,2145,2019,3484.8,1,2
1879,3,3,1035000,"Sold 10/05/2022",429300,5448,2019,1.469995409,1,1
1880,4,3,625854,"Sold 10/04/2022",602500,2570,2807,0.86,1,1
1881,3,3,725000,"Sold 10/04/2022",697700,3106,2929,0.69,1,1
1882,4,3,652500,"Sold 10/04/2022",628500,2543,3008,1.23,1,1
1883,5,5,750000,"Sold 10/04/2022",721800,3213,4257,0.25,1,1
1884,5,2.5,435000,"Sold 10/04/2022",418600,1995,2571,4791,1,2
1885,3,3,484565,"Sold 10/04/2022",466300,2380,2512,6229.08,1,2
1886,4,4,430000,"Sold 10/03/2022",413800,2325,2438,0.72,1,1
1887,3,3,420000,"Sold 10/03/2022",435200,2240,2151,1.27,1,1
1888,4,5,600000,"Sold 10/03/2022",577400,3200,3310,10454.4,1,2
1889,4,6,1804150,"Sold 10/03/2022",1938200,8648,5158,1.13,1,1
1890,4,5,735000,"Sold 09/30/2022",707200,3147,3774,3.3,1,1
1891,3,3,525000,"Sold 09/30/2022",505100,2210,2383,0.78,1,1
1892,4,4,750000,"Sold 09/30/2022",721600,3211,3061,3.37,1,1
1893,3,3,342500,"Sold 09/30/2022",329500,1884,1529,0.38,1,1
1894,4,4,468025,"Sold 09/30/2022",493000,2666,3259,10018.8,1,2
1895,5,3,650000,"Sold 09/30/2022",625400,2800,3459,0.28,1,1
1896,4,4,750000,"Sold 09/30/2022",721600,3211,4133,0.25,1,1
1897,4,3,31000,"Sold 09/30/2022",32200,2369,1944,1.339990817,1,1
1898,4,5,1150000,"Sold 09/30/2022",1106500,4923,5717,1.57,1,1
1899,4,3,510000,"Sold 09/30/2022",490700,2295,2406,8712,1,2
1900,4,4,746949,"Sold 09/30/2022",718700,3198,3506,0.36,1,1
1901,3,3,429285,"Sold 09/30/2022",413000,2280,2419,0.344,1,1
1902,4,3,496072,"Sold 09/30/2022",555000,2670,2773,9496.08,1,2
1903,4,3,465011,"Sold 09/30/2022",573200,2670,2773,0.334,1,1
1904,4,3,431135,"Sold 09/30/2022",500000,2294,2419,0.276,1,1
1905,5,4,661500,"Sold 09/30/2022",636500,2695,3351,0.26,1,1
1906,5,4,584990,"Sold 09/30/2022",615500,2727,3006,9583.2,1,2
1907,4,6,1284414,"Sold 09/30/2022",1262300,5006,3917,2,1,1
1908,3,3,420000,"Sold 09/29/2022",404100,2209,2180,0.29,1,1
1909,4,3,405000,"Sold 09/29/2022",389700,2225,2119,0.38,1,1
1910,5,4,745000,"Sold 09/29/2022",716800,3189,3602,10454.4,1,2
1911,4,4,720000,"Sold 10/20/2022",693700,3094,3920,0.66,1,1
1912,3,3,420500,"Sold 10/20/2022",405100,2199,1970,0.35,1,1
1913,4,3,438000,"Sold 10/20/2022",446500,2135,2029,0.256,1,1
1914,4,2,30000,"Sold 10/20/2022",473800,2400,2015,3.139990817,1,1
1915,4,4,1375000,"Sold 10/20/2022",1352400,5942,4086,0.82,1,1
1916,4,3,421240,"Sold 10/20/2022",1352400,2175,2116,6969.6,1,2
1917,3,2,525000,"Sold 10/19/2022",505800,2197,2195,9583.2,1,2
1918,4,3,515000,"Sold 10/19/2022",496200,2450,2592,0.29,1,1
1919,5,5,651995,"Sold 10/19/2022",661800,3795,3846,0.269995409,1,1
1920,5,4,684990,"Sold 10/19/2022",659900,2954,3160,9583.2,1,2
1921,5,3,450000,"Sold 10/18/2022",433500,2516,2751,0.7,1,1
1922,4,3,337000,"Sold 10/18/2022",324600,1955,1603,9583.2,1,2
1923,4,5,1499058,"Sold 10/18/2022",1444100,6440,4780,1.45,1,1
1924,4,2,515000,"Sold 10/17/2022",496100,2906,3200,0.5,1,1
1925,3,2,358000,"Sold 10/17/2022",344900,1794,1355,0.27,1,1
1926,5,4,560000,"Sold 10/17/2022",539400,3999,5156,9147.6,1,2
1927,3,3,410000,"Sold 10/17/2022",394900,2050,1787,3920.4,1,2
1928,5,5,705000,"Sold 10/17/2022",679100,3028,4211,10018.8,1,2
1929,4,4,535000,"Sold 10/17/2022",515400,2350,2415,3920.4,1,2
1930,4,4,1090654,"Sold 10/17/2022",1050600,4684,4002,0.64,1,1
1931,5,4,580000,"Sold 10/17/2022",558700,3104,3541,6969.6,1,2
1932,4,3,375000,"Sold 10/14/2022",361200,2325,2448,9670.32,1,2
1933,5,3,442000,"Sold 10/14/2022",425700,2394,2700,4356,1,2
1934,4,3.5,890000,"Sold 10/14/2022",919200,4040,4862,1,1,1
1935,5,4,635000,"Sold 10/14/2022",611600,3099,3513,10454.4,1,2
1936,4,3,890000,"Sold 10/14/2022",662000,3041,3361,1.52,1,1
1937,4,3,500000,"Sold 10/13/2022",481500,2325,2574,9583.2,1,2
1938,3,3,430000,"Sold 10/13/2022",414100,2199,2210,9583.2,1,2
1939,4,3,610000,"Sold 10/13/2022",587400,2545,2840,5662.8,1,2
1940,5,3,565000,"Sold 10/13/2022",544100,2995,3136,6490.44,1,2
1941,3,3,280000,"Sold 10/12/2022",269600,1794,1464,0.45,1,1
1942,3,2,388500,"Sold 10/12/2022",424700,2205,2365,10018.8,1,2
1943,4,4,710000,"Sold 10/12/2022",683700,3046,3091,0.34,1,1
1944,4,4,507000,"Sold 10/12/2022",488200,2094,3091,0.269995409,1,1
1945,0,0,160000,"Sold 10/11/2022",225900,1654,0,0.79,1,1
1946,3,3,600000,"Sold 10/11/2022",577700,2447,2659,0.65,1,1
1947,3,2,365000,"Sold 10/11/2022",351400,1849,1439,7840.8,1,2
1948,5,4,825000,"Sold 10/11/2022",794400,3539,3760,0.28,1,1
1949,4,3,490000,"Sold 10/11/2022",471800,2350,2286,5227.2,1,2
1950,3,3,415000,"Sold 10/11/2022",398600,2066,1801,4356,1,2
1951,4,4,850000,"Sold 10/31/2022",820800,3660,4020,0.47,1,1
1952,3,3,670000,"Sold 10/31/2022",647000,2800,3329,0.8,1,1
1953,4,4,620000,"Sold 10/31/2022",598700,2999,3260,7405.2,1,2
1954,6,6,875355,"Sold 10/31/2022",845500,3770,4052,10802.88,1,2
1955,5,5,811988,"Sold 10/31/2022",784200,3496,4264,0.36,1,1
1956,3,2,425000,"Sold 10/28/2022",410300,1849,1296,10,1,1
1957,3,4,699000,"Sold 10/28/2022",674900,3008,3528,1.84,1,1
1958,4,3,595000,"Sold 10/28/2022",574500,2435,2614,0.709986226,1,1
1959,4,3,540000,"Sold 10/28/2022",557300,2399,2540,0.92,1,1
1960,5,5,870770,"Sold 10/28/2022",841000,3748,4413,0.344,1,1
1961,4,3,474900,"Sold 10/28/2022",458600,2445,2508,7405.2,1,2
1962,4,3,937700,"Sold 10/28/2022",704000,3099,3485,0.751,1,1
1963,4,5,798900,"Sold 10/28/2022",824500,3612,3142,1.33,1,1
1964,5,4,680000,"Sold 10/28/2022",737500,3394,3160,10628.64,1,2
1965,5,1.5,225000,"Sold 10/27/2022",375900,1749,2059,0.639990817,1,1
1966,4,3,458000,"Sold 10/27/2022",441500,2445,2665,0.57,1,1
1967,4,3,449500,"Sold 10/27/2022",433300,2325,2511,10018.8,1,2
1968,4,3,600000,"Sold 10/27/2022",579300,2369,2652,0.25,1,1
1969,5,3,560000,"Sold 10/27/2022",539800,2450,2800,0.27,1,1
1970,3,3,515000,"Sold 10/27/2022",497200,2209,2106,4356,1,2
1971,4,3,500000,"Sold 10/27/2022",482700,2450,2848,7405.2,1,2
1972,5,4,585000,"Sold 10/27/2022",611600,2995,3168,7405.2,1,2
1973,3,2,285000,"Sold 10/26/2022",275100,1849,1461,0.32,1,1
1974,3,2,375000,"Sold 10/26/2022",362000,1794,1425,0.36,1,1
1975,3,3.5,825000,"Sold 10/26/2022",796400,3549,6199,2.35,1,1
1976,4,6,699000,"Sold 10/26/2022",674800,3007,3650,0.69,1,1
1977,3,3,475000,"Sold 10/25/2022",490600,2234,2192,0.97,1,1
1978,5,4,425000,"Sold 10/25/2022",432800,2495,2803,8712,1,2
1979,5,4,749000,"Sold 10/25/2022",723000,3221,4015,0.37,1,1
1980,5,2,4500,"Sold 10/25/2022",547000,1999,2095,6534,1,2
1981,5,5,1031900,"Sold 10/25/2022",883800,3165,3903,0.3,1,1
1982,4,3,550000,"Sold 10/24/2022",530900,2620,3079,0.32,1,1
1983,4,5,1450000,"Sold 10/24/2022",1397400,6236,4476,0.922,1,1
1984,4,3,396245,"Sold 10/24/2022",433400,2149,1929,0.301,1,1
1985,5,4,664965,"Sold 10/24/2022",640900,2625,3168,0.4,1,1
1986,3,2,265000,"Sold 10/21/2022",255700,1500,894,0.46,1,1
1987,3,1,169000,"Sold 10/21/2022",163100,1557,1056,1.01,1,1
1988,4,4,850000,"Sold 10/21/2022",819000,3653,2791,3.02,1,1
1989,4,3,611220,"Sold 10/21/2022",589200,2667,2950,7840.8,1,2
1990,4,6,1475000,"Sold 10/21/2022",1421200,6340,4267,0.69,1,1
1991,NULL,NULL,256000,"Sold 06/23/2022",247000,1870,NULL,1742,1,2
1992,2,3,492000,"Sold 06/23/2022",474700,2094,2115,6969.6,1,2
1993,2,3,655500,"Sold 06/23/2022",632400,1950,2076,5227,1,2
1994,3,2,343000,"Sold 06/22/2022",331000,1817,1375,0.45,1,1
1995,3,1,370000,"Sold 06/22/2022",357000,1724,1015,8712,1,2
1996,3,3,415000,"Sold 06/22/2022",400400,1829,1668,5227.2,1,2
1997,3,3,400000,"Sold 06/22/2022",358400,2043,2072,5227.2,1,2
1998,3,3,355000,"Sold 06/22/2022",342500,1994,1560,5227.2,1,2
1999,3,3,397000,"Sold 06/22/2022",371800,2125,2134,6534,1,2
2000,3,3,266500,"Sold 06/22/2022",257100,1870,2134,2613,1,2
2001,3,"1",526000,"Sold 06/21/2022",507600,1975,1173,"4791.6",1,2
2002,3,"1",345000,"Sold 06/21/2022",332900,2169,1282,"6098.4",1,2
2003,3,"1",250000,"Sold 06/21/2022",241200,1649,1164,"0.26",1,1
2004,3,"1",302000,"Sold 06/21/2022",284500,1650,975,"9583.2",1,2
2005,3,"3",365900,"Sold 06/21/2022",353200,1905,1796,"0.29",1,1
2006,3,"2",342000,"Sold 06/21/2022",287800,1745,1190,"7405.2",1,2
2007,3,"2",401000,"Sold 06/21/2022",339500,1963,1947,"7840.8",1,2
2008,3,"2",253000,"Sold 06/21/2022",244100,1870,1947,"1742",1,2
2009,3,"2",274000,"Sold 06/21/2022",264400,1870,1947,"1742",1,2
