props.dateSold,props.propertyType,props.lotAreaValue,props.address,props.variableData.text,props.variableData.type,props.zestimate,props.imgSrc,props.price,props.bedrooms,props.contingentListingType,props.longitude,props.latitude,props.listingStatus,props.zpid,props.rentZestimate,props.daysOnZillow,props.bathrooms,props.livingArea,props.country,props.currency,props.lotAreaUnit,props.hasImage
1679900400000,SINGLE_FAMILY,0.3639807163,"2807 Lindenshire Dr, Durham, NC 27705",Sold 03/27/2023,RECENTLY_SOLD,593700,https://photos.zillowstatic.com/fp/5c048f0f612ff3e3e8fd05075c00ee2d-p_e.jpg,585000,3,,-78.953476,35.97537,RECENTLY_SOLD,80197541,2949,-1,3,2069,USA,USD,acres,TRUE
1679641200000,SINGLE_FAMILY,0.46,"907 Spruce Pine Trl, Durham, NC 27705",Sold 03/24/2023,RECENTLY_SOLD,282900,https://photos.zillowstatic.com/fp/d8ca48d79444ac8466b59ea7a1b76cc3-p_e.jpg,280000,3,,-79.00591,36.030952,RECENTLY_SOLD,60076964,1764,-1,2,1152,USA,USD,acres,TRUE
1679554800000,SINGLE_FAMILY,0.4279843893,"1401 Hudson Ave, Durham, NC 27705",Sold 03/23/2023,RECENTLY_SOLD,252900,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.02432632446289,-78.91413116455078&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=J82V83DOR9USytuMnJUB-92zPR8=",249000,4,,-78.91413,36.024326,RECENTLY_SOLD,49970726,2199,-1,2,1312,USA,USD,acres,
1679554800000,SINGLE_FAMILY,0.4679981635,"2611 Richwood Rd, Durham, NC 27705",Sold 03/23/2023,RECENTLY_SOLD,293100,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.04032516479492,-78.9214096069336&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=-wdoy0T8u3Q8eza9sFhIvUo4q-Q=",299000,3,,-78.92141,36.040325,RECENTLY_SOLD,49985240,1800,-1,1,1328,USA,USD,acres,
1679554800000,SINGLE_FAMILY,0.46,"3025 Rosebriar Dr, Durham, NC 27705",Sold 03/23/2023,RECENTLY_SOLD,274700,https://photos.zillowstatic.com/fp/9c600897f55c27239ebd6353cc951a5f-p_e.jpg,172500,3,,-78.936615,36.06145,RECENTLY_SOLD,50018109,1550,-1,1,1109,USA,USD,acres,TRUE
1679382000000,SINGLE_FAMILY,0.4,"4406 Dula St, Durham, NC 27705",Sold 03/21/2023,RECENTLY_SOLD,487500,https://photos.zillowstatic.com/fp/125589255c38510e80d18c521c528651-p_e.jpg,480000,4,,-78.9784,36.048172,RECENTLY_SOLD,50017664,2852,-1,3,2425,USA,USD,acres,TRUE
1679295600000,SINGLE_FAMILY,0.37,"402 McKinley St, Durham, NC 27705",Sold 03/20/2023,RECENTLY_SOLD,574800,https://photos.zillowstatic.com/fp/74194d7585c162ed98632b6a5e3928cb-p_e.jpg,565000,5,,-78.963486,36.0191,RECENTLY_SOLD,59714073,2900,-1,3,2632,USA,USD,acres,TRUE
1679036400000,SINGLE_FAMILY,0.5259871442,"1909 Kirkwood Dr, Durham, NC 27705",Sold 03/17/2023,RECENTLY_SOLD,281400,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.04290771484375,-78.92835235595703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=3jiVplWdAvP0fovmG-BdmHaYiPA=",190000,2,,-78.92835,36.042908,RECENTLY_SOLD,49985624,1966,-1,1,1793,USA,USD,acres,
1678950000000,SINGLE_FAMILY,0.598,"2730 Montgomery St, Durham, NC 27705",Sold 03/16/2023,RECENTLY_SOLD,1118600,https://photos.zillowstatic.com/fp/610e117c56d4c251f8696bce51fb6ff7-p_e.jpg,1100000,4,,-78.94906,35.98078,RECENTLY_SOLD,49969320,5469,-1,4,2869,USA,USD,acres,TRUE
1678950000000,SINGLE_FAMILY,0.453,"27 Gorham Pl, Durham, NC 27705",Sold 03/16/2023,RECENTLY_SOLD,630500,https://photos.zillowstatic.com/fp/a9bc96f2d1995fc42f2dd40a6b8673f1-p_e.jpg,620000,4,,-78.969185,36.01985,RECENTLY_SOLD,50016389,3016,-1,3,2651,USA,USD,acres,TRUE
1678950000000,SINGLE_FAMILY,0.392,"114 Sunburst Dr, Durham, NC 27705",Sold 03/16/2023,RECENTLY_SOLD,847000,https://photos.zillowstatic.com/fp/cdd3eecea59fd9e9d691b818143a6291-p_e.jpg,833000,4,,-78.96113,35.984463,RECENTLY_SOLD,305927197,4141,-1,4,3418,USA,USD,acres,TRUE
1678863600000,SINGLE_FAMILY,10454.4,"3117 Alabama Ave, Durham, NC 27705",Sold 03/15/2023,RECENTLY_SOLD,752500,https://photos.zillowstatic.com/fp/ebecdbcfa7143c18835bdec9f300d812-p_e.jpg,740000,4,,-78.93305,36.03898,RECENTLY_SOLD,49984900,3664,-1,3,3249,USA,USD,sqft,TRUE
1678863600000,SINGLE_FAMILY,3.62,"35 Wilhelm Dr, Durham, NC 27705",Sold 03/15/2023,RECENTLY_SOLD,1016900,https://photos.zillowstatic.com/fp/8d2e6cf95847b49e48af5e002c7a2ac0-p_e.jpg,1000000,5,,-78.991264,35.99908,RECENTLY_SOLD,49993364,4972,-1,5,4987,USA,USD,acres,TRUE
1678863600000,SINGLE_FAMILY,0.47,"3318 Rolling Hill Rd, Durham, NC 27705",Sold 03/15/2023,RECENTLY_SOLD,300000,https://photos.zillowstatic.com/fp/484778c243b22c87b7db881291c8528e-p_e.jpg,295000,3,,-78.97008,35.981266,RECENTLY_SOLD,49993927,2294,-1,2,1395,USA,USD,acres,TRUE
1678777200000,SINGLE_FAMILY,0.34,"3514 Preston Ave, Durham, NC 27705",Sold 03/14/2023,RECENTLY_SOLD,579800,https://photos.zillowstatic.com/fp/24ab32de7a07983f82934d96be0017d5-p_e.jpg,570000,4,,-78.926414,36.042248,RECENTLY_SOLD,49985643,3949,-1,3,3304,USA,USD,acres,TRUE
1678777200000,SINGLE_FAMILY,0.37,"510 Duluth St, Durham, NC 27705",Sold 03/14/2023,RECENTLY_SOLD,475000,https://photos.zillowstatic.com/fp/ff75ffb8bbc7b974b09398eb78249090-p_e.jpg,467000,3,,-78.966225,36.0371,RECENTLY_SOLD,50019373,2094,-1,2,1802,USA,USD,acres,TRUE
1678690800000,SINGLE_FAMILY,0.325,"2605 Richwood Rd, Durham, NC 27705",Sold 03/13/2023,RECENTLY_SOLD,305200,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.04033279418945,-78.9205093383789&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=UPM0nPAv5QYZyzAKvEWkxexRCgY=",300000,3,,-78.92051,36.040333,RECENTLY_SOLD,49985237,1999,-1,1.5,1518,USA,USD,acres,
1678435200000,SINGLE_FAMILY,0.418,"2819 Montgomery St, Durham, NC 27705",Sold 03/10/2023,RECENTLY_SOLD,716000,https://photos.zillowstatic.com/fp/693b233874f7f866ee40f2fc19b4d637-p_e.jpg,703500,2,,-78.94837,35.978416,RECENTLY_SOLD,49981773,3472,-1,2,2514,USA,USD,acres,TRUE
1678176000000,SINGLE_FAMILY,0.57,"4800 Howe St, Durham, NC 27705",Sold 03/07/2023,RECENTLY_SOLD,336100,https://photos.zillowstatic.com/fp/5f5d9f0acfd7f3bf4bc687203c383f15-p_e.jpg,328500,3,,-78.98387,36.039646,RECENTLY_SOLD,50017007,1999,-1,2,1467,USA,USD,acres,TRUE
1678176000000,SINGLE_FAMILY,0.28,"523 Finley St, Durham, NC 27705",Sold 03/07/2023,RECENTLY_SOLD,353900,https://photos.zillowstatic.com/fp/1ff1cbb2c873294e6a3946d93fc0aa25-p_e.jpg,347500,3,,-78.960464,36.023777,RECENTLY_SOLD,80200160,1999,-1,2,1320,USA,USD,acres,TRUE
1678089600000,SINGLE_FAMILY,0.46,"2402 Barrymore Ave, Durham, NC 27705",Sold 03/06/2023,RECENTLY_SOLD,453300,https://photos.zillowstatic.com/fp/6b34de704cb470f7d4112926fb1220c4-p_e.jpg,445000,3,,-78.92357,36.039757,RECENTLY_SOLD,49985251,1999,-1,2,1792,USA,USD,acres,TRUE
1678089600000,SINGLE_FAMILY,9321.84,"2023 Strebor St, Durham, NC 27705",Sold 03/06/2023,RECENTLY_SOLD,275000,https://photos.zillowstatic.com/fp/f4d845b8490900e0df1df2b06586a995-p_e.jpg,270000,4,,-78.92095,36.03116,RECENTLY_SOLD,49985493,2644,-1,2,1950,USA,USD,sqft,TRUE
1678089600000,SINGLE_FAMILY,1,"5412 Piney Bluff Ct, Durham, NC 27705",Sold 03/06/2023,RECENTLY_SOLD,712200,https://photos.zillowstatic.com/fp/7c2641ad3e6a2897ff4f84a1ea24bd05-p_e.jpg,700000,3,,-79.00494,35.99634,RECENTLY_SOLD,50052381,2550,-1,3,2154,USA,USD,acres,TRUE
1677830400000,SINGLE_FAMILY,6316,"1027 Berkeley St, Durham, NC 27705",Sold 03/03/2023,RECENTLY_SOLD,214000,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.01508331298828,-78.91596984863281&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=uLi23PL72z0SpMBEBGPoJuoVyXI=",210000,3,,-78.91597,36.015083,RECENTLY_SOLD,49966828,1749,-1,1,968,USA,USD,sqft,
1677657600000,SINGLE_FAMILY,0.784,"14 Heath Pl, Durham, NC 27705",Sold 03/01/2023,RECENTLY_SOLD,790100,https://photos.zillowstatic.com/fp/a36cc7209a187b644c391e9730915b0f-p_e.jpg,775000,4,,-78.950836,35.980965,RECENTLY_SOLD,49981882,3857,-1,2,2342,USA,USD,acres,TRUE
1677484800000,SINGLE_FAMILY,0.45,"2210 W Carver St, Durham, NC 27705",Sold 02/27/2023,RECENTLY_SOLD,239600,https://photos.zillowstatic.com/fp/6c744d7c3ea6eb6100d61b72e517d5d1-p_e.jpg,235000,3,,-78.920296,36.039124,RECENTLY_SOLD,49985264,1898,-1,2,1322,USA,USD,acres,TRUE
1677225600000,SINGLE_FAMILY,5488.56,"1012 Hale St, Durham, NC 27705",Sold 02/24/2023,RECENTLY_SOLD,644100,https://photos.zillowstatic.com/fp/f1a03ad04b35c418fb67cfc8d12e4abe-p_e.jpg,638416,3,,-78.9264,36.0147,RECENTLY_SOLD,49967743,2450,-1,2,1367,USA,USD,sqft,TRUE
1677225600000,SINGLE_FAMILY,2,"4011 Murphy School Rd, Durham, NC 27705",Sold 02/24/2023,RECENTLY_SOLD,337300,https://photos.zillowstatic.com/fp/5bd12cba32a50dd53aadb2db8545f93d-p_e.jpg,330000,3,,-79.015434,36.022934,RECENTLY_SOLD,88954325,2100,-1,3,1654,USA,USD,acres,TRUE
1676966400000,SINGLE_FAMILY,1.434986226,"3417 Pickett Rd, Durham, NC 27705",Sold 02/21/2023,RECENTLY_SOLD,242700,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.974769592285156,-78.97966766357422&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=8-ov0STJ7lP7N6y0FB5T4WvSbh8=",238000,1,,-78.97967,35.97477,RECENTLY_SOLD,49994080,1655,-1,1,944,USA,USD,acres,
1676966400000,SINGLE_FAMILY,0.3,"121 Soaring Ct, Durham, NC 27705",Sold 02/21/2023,RECENTLY_SOLD,839200,https://photos.zillowstatic.com/fp/13d06b70ed6d1b724fe34a894977b544-p_e.jpg,823000,3,,-78.98224,35.97353,RECENTLY_SOLD,337027931,4088,-1,3,2350,USA,USD,acres,TRUE
1676620800000,SINGLE_FAMILY,0.45,"3320 Pinafore Dr, Durham, NC 27705",Open: Sun. 1-3pm,OPEN_HOUSE,649823,https://photos.zillowstatic.com/fp/7144a2a31158cd74435c5dfba58691af-p_e.jpg,365000,3,,-78.97433,35.978527,RECENTLY_SOLD,49994231,2719,-1,3,2064,USA,USD,acres,TRUE
1676448000000,SINGLE_FAMILY,0.46,"2920 Beech Grove Dr, Durham, NC 27705",Sold 02/15/2023,RECENTLY_SOLD,346800,https://photos.zillowstatic.com/fp/e7a395d3163d41dff0e1cabc6a8bcb87-p_e.jpg,340000,3,,-78.979004,36.04779,RECENTLY_SOLD,50017562,2070,-1,3,1733,USA,USD,acres,TRUE
1676361600000,SINGLE_FAMILY,0.3,"2 Treeline Dr, Durham, NC 27705",Sold 02/14/2023,RECENTLY_SOLD,307000,https://photos.zillowstatic.com/fp/9e81968ae72d4278ac8f9bc53a00fe52-p_e.jpg,301000,3,,-78.91876,36.046543,RECENTLY_SOLD,49985166,1875,-1,2,1388,USA,USD,acres,TRUE
1676361600000,SINGLE_FAMILY,10454.4,"117 Sunburst Dr, Durham, NC 27705",Sold 02/14/2023,RECENTLY_SOLD,734300,https://photos.zillowstatic.com/fp/69b62fa06d0198aba41e4d57e014f61c-p_e.jpg,720000,5,,-78.96057,35.98441,RECENTLY_SOLD,305927306,3568,-1,4,3046,USA,USD,sqft,TRUE
1676275200000,SINGLE_FAMILY,0.4589990817,"2401 Sparger Rd, Durham, NC 27705",Sold 02/13/2023,RECENTLY_SOLD,331500,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.035091400146484,-78.98181915283203&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=WS7-E-GQPGY3dOvnllxWkjrRSwk=",325000,3,,-78.98182,36.03509,RECENTLY_SOLD,50016759,2074,-1,2,1516,USA,USD,acres,
1675929600000,SINGLE_FAMILY,0.59,"604 Dupont Dr, Durham, NC 27705",Sold 02/09/2023,RECENTLY_SOLD,408000,https://photos.zillowstatic.com/fp/4a485e15e99486e2ccd7566d19d484ab-p_e.jpg,400000,4,,-78.95508,36.015762,RECENTLY_SOLD,49984422,2400,-1,2,1829,USA,USD,acres,TRUE
1675411200000,SINGLE_FAMILY,10062,"1840 Forest Rd, Durham, NC 27705",Sold 02/03/2023,RECENTLY_SOLD,229500,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.02549362182617,-78.92045593261719&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=bQauzS3UNotffA68qi5BGh_EoVw=",225000,5,,-78.920456,36.025494,RECENTLY_SOLD,49986540,1925,-1,1.5,1680,USA,USD,sqft,
1675411200000,SINGLE_FAMILY,0.6079889807,"2936 Welcome Dr, Durham, NC 27705",Sold 02/03/2023,RECENTLY_SOLD,306100,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.98329544067383,-78.96581268310547&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=_Vz6DZRdsKL-LceFKGsXT0GgsxQ=",300000,4,,-78.96581,35.983295,RECENTLY_SOLD,49993865,3764,-1,2,3828,USA,USD,acres,
1675238400000,SINGLE_FAMILY,9147.6,"2018 Strebor St, Durham, NC 27705",Sold 02/01/2023,RECENTLY_SOLD,284700,https://photos.zillowstatic.com/fp/4270c45b1ed93d1af251fbd395758f33-p_e.jpg,279000,3,,-78.92053,36.03165,RECENTLY_SOLD,49985395,1594,-1,1,1057,USA,USD,sqft,TRUE
1675152000000,SINGLE_FAMILY,0.348,"2 S Poston Ct, Durham, NC 27705",Sold 01/31/2023,RECENTLY_SOLD,657000,https://photos.zillowstatic.com/fp/04cd87fdf214f3b2fbb7eafaff5d126c-p_e.jpg,644000,4,,-78.986336,35.96903,RECENTLY_SOLD,49994262,3226,-1,3,2715,USA,USD,acres,TRUE
1675152000000,SINGLE_FAMILY,0.28,"711 Bishopstone Dr, Durham, NC 27705",Sold 01/31/2023,RECENTLY_SOLD,423400,https://photos.zillowstatic.com/fp/32f1d1c2315c15dab933e953751bdcb4-p_e.jpg,415000,4,,-78.96446,36.02289,RECENTLY_SOLD,50016516,2692,-1,3,2197,USA,USD,acres,TRUE
1675152000000,SINGLE_FAMILY,0.7,"9 Goldenrod Pl, Durham, NC 27705",Sold 01/31/2023,RECENTLY_SOLD,1020200,https://photos.zillowstatic.com/fp/dab70db06a355d5331a4187f7c9b819b-p_e.jpg,1000000,5,,-78.9436,36.038128,RECENTLY_SOLD,55004459,5010,-1,4,4353,USA,USD,acres,TRUE
1674720000000,SINGLE_FAMILY,0.27,"2125 Strebor St, Durham, NC 27705",Sold 01/26/2023,RECENTLY_SOLD,390999,https://photos.zillowstatic.com/fp/5b108c2ead83b7442a16f433d6b484c7-p_e.jpg,224868,3,UNDER_CONTRACT,-78.92347,36.031166,RECENTLY_SOLD,49985488,2178,-1,2,1510,USA,USD,acres,TRUE
1674720000000,SINGLE_FAMILY,0.46,"912 Clarion Dr, Durham, NC 27705",Sold 01/26/2023,RECENTLY_SOLD,346700,https://photos.zillowstatic.com/fp/0f64f014f29e46c92ee3bba8e9b2cf94-p_e.jpg,340000,3,,-78.969666,36.04412,RECENTLY_SOLD,50017179,1999,-1,2,1435,USA,USD,acres,TRUE
1674720000000,SINGLE_FAMILY,1.12,"5800 Saint Thomas Dr, Durham, NC 27705",Sold 01/26/2023,RECENTLY_SOLD,644800,https://photos.zillowstatic.com/fp/ab57df62a889c3d119b60da9c9a796d5-p_e.jpg,625000,4,,-78.99654,36.07312,RECENTLY_SOLD,50028794,4640,-1,5,4362,USA,USD,acres,TRUE
1674720000000,SINGLE_FAMILY,0.45,"5601 Ponderosa Dr, Durham, NC 27705",Sold 01/26/2023,RECENTLY_SOLD,257100,https://photos.zillowstatic.com/fp/7dafab425ca8d87c36777bfcea4329df-p_e.jpg,260000,3,,-79.00545,36.031754,RECENTLY_SOLD,60076965,1749,-1,2,1043,USA,USD,acres,TRUE
1674460800000,SINGLE_FAMILY,0.45,"10 Greenfield Ct, Durham, NC 27705",Sold 01/23/2023,RECENTLY_SOLD,346600,https://photos.zillowstatic.com/fp/5980ccc9d2f64785596d7a1f3d46abe8-p_e.jpg,340000,3,,-78.983635,36.030876,RECENTLY_SOLD,50016583,1949,-1,2,1469,USA,USD,acres,TRUE
1674201600000,SINGLE_FAMILY,0.4889807163,"2617 Newquay St, Durham, NC 27705",Sold 01/20/2023,RECENTLY_SOLD,203900,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.041080474853516,-78.97996520996094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=CXfi8Ok0uTN32owGAzd1_D2gTIk=",200000,3,,-78.979965,36.04108,RECENTLY_SOLD,50016995,1898,-1,1.5,1368,USA,USD,acres,
1674115200000,SINGLE_FAMILY,6969.6,"1015 Berkeley St, Durham, NC 27705",Sold 01/19/2023,RECENTLY_SOLD,343500,https://photos.zillowstatic.com/fp/9c8d0f1d9bda7dd4b91409dfffbe15c3-p_e.jpg,337000,3,,-78.91601,36.01444,RECENTLY_SOLD,49966823,1790,-1,2,1104,USA,USD,sqft,TRUE
1674028800000,SINGLE_FAMILY,7971.48,"2718 Omah St, Durham, NC 27705",Sold 01/18/2023,RECENTLY_SOLD,479000,https://photos.zillowstatic.com/fp/84e733e4851662b616d622f6a6f07a5c-p_e.jpg,470000,3,,-78.93081,36.033016,RECENTLY_SOLD,49984703,2365,-1,2,1409,USA,USD,sqft,TRUE
1674028800000,SINGLE_FAMILY,0.51,"1920 Hillandale Rd, Durham, NC 27705",Sold 01/18/2023,RECENTLY_SOLD,270100,https://photos.zillowstatic.com/fp/e59a5312e25e4e2ab28d7a62cd7a1cf0-p_e.jpg,265000,3,,-78.93516,36.034615,RECENTLY_SOLD,49984827,2194,-1,2,1404,USA,USD,acres,TRUE
1673942400000,SINGLE_FAMILY,0.6099862259,"1606 Carolina Ave, Durham, NC 27705",Sold 01/17/2023,RECENTLY_SOLD,535000,https://photos.zillowstatic.com/fp/5df478b533255d0b449252729044c786-p_e.jpg,525000,3,,-78.924,36.022102,RECENTLY_SOLD,49967408,2466,-1,2,1600,USA,USD,acres,TRUE
1673942400000,SINGLE_FAMILY,0.47,"2007 Dartmouth Dr, Durham, NC 27705",Sold 01/17/2023,RECENTLY_SOLD,463700,https://photos.zillowstatic.com/fp/ae27459fc0fd88ffac9cc5d2545bd06f-p_e.jpg,455000,4,,-78.93444,36.035183,RECENTLY_SOLD,49984836,3086,-1,3,2771,USA,USD,acres,TRUE
1673942400000,SINGLE_FAMILY,8058,"1812 Strebor St, Durham, NC 27705",Sold 01/17/2023,RECENTLY_SOLD,309700,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.031944274902344,-78.91651916503906&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=v4_rbyzp2kdryreywJp0W0zWQlo=",185000,3,,-78.91652,36.031944,RECENTLY_SOLD,49985423,1949,-1,2,1040,USA,USD,sqft,
1673596800000,SINGLE_FAMILY,0.38,"2402 Wrightwood Ave, Durham, NC 27705",Sold 01/13/2023,RECENTLY_SOLD,644400,https://photos.zillowstatic.com/fp/3ff6b1d8fe6629236019a50af56b34f1-p_e.jpg,632500,3,,-78.93351,35.986908,RECENTLY_SOLD,49972147,3167,-1,3,2346,USA,USD,acres,TRUE
1673596800000,SINGLE_FAMILY,9583.2,"2316 Hillandale Rd, Durham, NC 27705",Sold 01/13/2023,RECENTLY_SOLD,270000,https://photos.zillowstatic.com/fp/d0a73fe2638c3b09014974d6897f57da-p_e.jpg,265000,3,,-78.93493,36.042515,RECENTLY_SOLD,49984950,1949,-1,2,1188,USA,USD,sqft,TRUE
1673596800000,SINGLE_FAMILY,7405.2,"1709 Meeting St, Durham, NC 27705",Sold 01/13/2023,RECENTLY_SOLD,422800,https://photos.zillowstatic.com/fp/d906ed8ef7f5c7e3236386f3c2d025c9-p_e.jpg,415000,3,,-78.93902,36.02618,RECENTLY_SOLD,61725423,2358,-1,2,1397,USA,USD,sqft,TRUE
1673424000000,SINGLE_FAMILY,0.66,"4121 Sunny Ct, Durham, NC 27705",Sold 01/11/2023,RECENTLY_SOLD,336100,https://photos.zillowstatic.com/fp/0f8c38d597aaa91e29e2eb7d80c09ad4-p_e.jpg,330000,3,,-78.96673,36.043682,RECENTLY_SOLD,50017149,1900,-1,2,1272,USA,USD,acres,TRUE
1673251200000,SINGLE_FAMILY,1.769995409,"6022 Country Lane Dr, Durham, NC 27705",Sold 01/09/2023,RECENTLY_SOLD,327100,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.097984313964844,-78.99158477783203&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=_obdERQf0Nun6deMKz-naVwc6YE=",316500,3,,-78.991585,36.097984,RECENTLY_SOLD,50028909,2338,-1,2,1883,USA,USD,acres,
1672905600000,SINGLE_FAMILY,0.52,"2710 McDowell Rd, Durham, NC 27705",Sold 01/05/2023,RECENTLY_SOLD,751400,https://photos.zillowstatic.com/fp/016c1c8d7f1827c87a8fd1b75f93023b-p_e.jpg,738000,4,,-78.94393,35.98163,RECENTLY_SOLD,49967348,3694,-1,3,2750,USA,USD,acres,TRUE
1672905600000,SINGLE_FAMILY,9147.6,"4014 Ellisfield Dr, Durham, NC 27705",Sold 01/05/2023,RECENTLY_SOLD,341100,https://photos.zillowstatic.com/fp/085d7d9891590d206703c222b4370fed-p_e.jpg,335000,3,,-78.964165,36.024048,RECENTLY_SOLD,50016500,2154,-1,3,1569,USA,USD,sqft,TRUE
1672300800000,SINGLE_FAMILY,0.6,"3903 Inwood Dr, Durham, NC 27705",Sold 12/29/2022,RECENTLY_SOLD,351000,https://photos.zillowstatic.com/fp/c5f1df77fc0de68f0d1befd0af493df3-p_e.jpg,345000,3,,-78.96015,36.01603,RECENTLY_SOLD,49984335,2250,-1,2,1586,USA,USD,acres,TRUE
1672214400000,SINGLE_FAMILY,0.39,"4126 Westfield Dr, Durham, NC 27705",Sold 12/28/2022,RECENTLY_SOLD,460900,https://photos.zillowstatic.com/fp/26c362266bb1a2b3c699c23a2b988547-p_e.jpg,453000,3,,-78.965576,36.019157,RECENTLY_SOLD,50016346,2292,-1,2,1820,USA,USD,acres,TRUE
1671696000000,SINGLE_FAMILY,0.3,"1900 Stadium Dr, Durham, NC 27705",Sold 12/22/2022,RECENTLY_SOLD,292200,https://photos.zillowstatic.com/fp/f187088f310819ebed6380e228087bc0-p_e.jpg,287500,3,,-78.91672,36.043186,RECENTLY_SOLD,49985903,1949,-1,2,1448,USA,USD,acres,TRUE
1671609600000,SINGLE_FAMILY,0.72,"2804 Montgomery St, Durham, NC 27705",Sold 12/21/2022,RECENTLY_SOLD,914600,https://photos.zillowstatic.com/fp/b4752722b33ff82552fda377bc2c1550-p_e.jpg,900000,4,,-78.94928,35.979355,RECENTLY_SOLD,49981853,4453,-1,4,3496,USA,USD,acres,TRUE
1671609600000,SINGLE_FAMILY,0.6,"11 Barrington Pl, Durham, NC 27705",Sold 12/21/2022,RECENTLY_SOLD,508100,https://photos.zillowstatic.com/fp/7d0650cf60012642f494777892bedcfe-p_e.jpg,500000,4,,-78.969345,36.01693,RECENTLY_SOLD,50016180,2650,-1,3,2585,USA,USD,acres,TRUE
1671523200000,SINGLE_FAMILY,0.83,"2240 Cranford Rd, Durham, NC 27705",Sold 12/20/2022,RECENTLY_SOLD,1422500,https://photos.zillowstatic.com/fp/dc3da5e081ccb68913f653ee86fe42ce-p_e.jpg,1400000,5,,-78.9361,35.991688,RECENTLY_SOLD,49972217,6926,-1,5,3523,USA,USD,acres,TRUE
1671523200000,SINGLE_FAMILY,0.42,"2514 W Carver St, Durham, NC 27705",Sold 12/20/2022,RECENTLY_SOLD,364300,https://photos.zillowstatic.com/fp/0bdb2fa7e0459058a15bc0968cd67068-p_e.jpg,358250,3,,-78.92609,36.03846,RECENTLY_SOLD,49985651,2100,-1,2,1687,USA,USD,acres,TRUE
1671436800000,SINGLE_FAMILY,3.38,"4407 McDermott Dr, Durham, NC 27705",Sold 12/19/2022,RECENTLY_SOLD,372500,https://photos.zillowstatic.com/fp/9865839aa20b8441bb64dcd770f5f19a-p_e.jpg,360000,3,,-79.02429,36.05104,RECENTLY_SOLD,60076921,2028,-1,2,1712,USA,USD,acres,TRUE
1671177600000,SINGLE_FAMILY,0.4689853076,"2218 Conestoga Dr, Durham, NC 27705",Sold 12/16/2022,RECENTLY_SOLD,203100,https://photos.zillowstatic.com/fp/164580302a7319388eee814f1bc55bde-p_e.jpg,200000,3,,-78.97987,36.030273,RECENTLY_SOLD,50016633,2100,-1,2,1741,USA,USD,acres,TRUE
1671177600000,SINGLE_FAMILY,0.2559917355,"2210 Caroline Dr, Durham, NC 27705",Sold 12/16/2022,RECENTLY_SOLD,330000,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.03620147705078,-78.97943878173828&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=LtopKbw4_5EUHgB_9USKOpY9ztI=",325000,3,,-78.97944,36.0362,RECENTLY_SOLD,50016813,2051,-1,2,1584,USA,USD,acres,
